date,shares_traded,amount_traded,open,high,low,close,fluctuation,transction
108/04/30,"10,455,372","981,274,135",90.2,97,90,96.9,3.4,"6,625"
108/05/02,"5,965,606","568,424,285",95.6,96.8,94.7,94.8,-2.1,"3,918"
108/05/03,"4,369,860","420,454,586",95.5,96.9,95,96.5,1.7,"3,019"
108/05/06,"3,743,622","353,403,877",94.5,95,93.5,94,-2.5,"2,289"
108/05/07,"3,016,422","286,423,199",95.3,95.7,94.2,94.6,0.6,"2,032"
108/05/08,"3,866,690","369,211,671",93.6,96.3,93.5,96.3,1.7,"2,361"
108/05/09,"3,684,739","349,802,266",96,96.9,94,94,-2.3,"2,382"
108/05/10,"3,427,326","320,126,844",95,95.4,92.1,92.8,-1.2,"2,439"
108/05/13,"6,920,658","620,110,785",92.2,92.3,87.8,88.6,-4.2,"4,513"
108/05/14,"6,764,484","584,902,243",83.9,88.6,83.8,87,-1.6,"4,361"
108/05/15,"3,973,638","352,523,206",87.9,89.6,87.8,88.8,1.8,"2,960"
108/05/16,"5,386,907","467,912,302",88.2,89.5,85.1,85.2,-3.6,"3,761"
108/05/17,"9,083,274","750,094,830",85.2,86.2,81,81.2,-4,"6,080"
108/05/20,"6,142,725","490,567,600",82,82,79,79.8,-1.4,"4,202"
108/05/21,"4,242,292","337,572,180",79,81.1,78,81,1.2,"3,102"
108/05/22,"3,917,761","315,985,731",80.6,81.9,79.5,79.6,-1.4,"2,490"
108/05/23,"3,423,499","267,067,521",78.1,79,77.4,77.8,-1.8,"2,443"
108/05/24,"3,172,762","250,065,560",78.1,80.3,77.6,77.6,-0.2,"2,281"
108/05/27,"2,576,273","202,594,340",78,79.5,77.6,79.5,1.9,"1,885"
108/05/28,"6,181,632","480,690,454",80,80.1,77,77,-2.5,"4,507"
108/05/29,"4,359,359","332,179,843",76.8,76.9,75.7,76.2,-0.8,"3,409"
108/05/30,"2,944,589","227,701,342",77,77.8,76.7,77.5,1.3,"2,098"
108/05/31,"3,093,895","242,680,305",77.5,79.3,77.3,78.7,1.2,"1,916"
108/06/03,"1,946,600","151,095,919",78.4,78.4,76.8,77.9,-0.8,"1,370"
108/06/04,"2,088,810","162,143,195",78.5,78.5,77.2,77.2,-0.7,"1,607"
108/06/05,"3,711,855","292,751,425",78.3,80,78,79,1.8,"2,422"
108/06/06,"2,520,158","195,602,624",78,78.7,77.1,77.3,-1.7,"1,721"
108/06/10,"2,613,927","204,928,105",77.8,79.1,77.5,79.1,1.8,"1,791"
108/06/11,"7,756,660","633,316,001",79.3,82.9,78.7,82.7,3.6,"5,593"
108/06/12,"4,506,327","370,345,003",83,83.1,81.5,82.4,-0.3,"2,970"
108/06/13,"2,598,642","213,483,112",82.7,82.7,81,82.4,0,"1,854"
108/06/14,"1,644,428","135,513,076",82.9,82.9,82,82,-0.4,"1,078"
108/06/17,"2,552,276","211,532,836",82,83.6,82,82,0,"1,614"
108/06/18,"1,462,799","120,490,732",82.7,83,82,82.2,0.2,904
108/06/19,"9,540,614","812,374,304",85,86.2,84.1,85.9,3.7,"6,104"
108/06/20,"3,918,917","336,584,162",85.6,86.7,85.2,85.9,0,"2,782"
108/06/21,"3,022,017","260,180,445",86.4,87,85.2,85.3,-0.6,"2,155"
108/06/24,"1,457,870","124,099,292",85.3,85.8,84.2,85,-0.3,"1,154"
108/06/25,"3,600,998","303,154,927",85.3,86,83.2,83.3,-1.7,"2,448"
108/06/26,"2,213,445","185,177,704",83,84.2,82.9,83.3,0,"1,670"
108/06/27,"2,427,743","206,621,247",84.1,85.8,84,85.2,1.9,"1,698"
108/06/28,"3,581,458","308,218,713",85.9,86.8,85.3,86.2,1,"2,420"
108/07/01,"10,716,926","965,864,372",89.5,91.3,88.8,90.7,4.5,"6,307"
108/07/02,"4,336,395","394,513,758",90.4,91.8,89.8,90.8,0.1,"3,099"
108/07/03,"3,373,167","304,568,923",90.8,91.1,89.6,90.5,-0.3,"2,230"
108/07/04,"4,094,644","377,143,865",91.3,92.6,91.3,92.4,1.9,"3,266"
108/07/05,"2,046,299","188,160,460",91.6,92.2,91.5,92.2,-0.2,"1,552"
108/07/08,"2,802,069","257,420,656",91.2,92.6,91,91.6,-0.6,"2,202"
108/07/09,"5,337,251","480,405,831",91.2,91.4,89.2,89.8,-1.8,"2,984"
108/07/10,"2,546,805","229,846,107",90.5,90.7,90,90.1,0.3,"1,639"
108/07/11,"4,903,071","449,782,691",90.8,92.3,90.8,91.5,1.4,"3,263"
108/07/12,"2,951,920","271,890,040",92,92.5,91.7,92,0.5,"1,811"
108/07/15,"5,321,092","499,799,148",92.8,94.7,92.8,94.1,2.1,"3,252"
108/07/16,"3,520,966","333,109,587",94.5,95,94.1,94.5,0.4,"2,177"
108/07/17,"2,299,287","217,761,321",94.7,95,93.8,94.9,0.4,"1,714"
108/07/18,"2,453,242","230,300,496",94.9,95.4,93,93.2,-1.7,"1,599"
108/07/19,"2,481,241","232,867,078",94.2,94.8,93.3,93.3,0.1,"1,690"
108/07/22,"2,181,667","205,794,492",93.7,95,93.6,94.6,1.3,"1,567"
108/07/23,"1,927,514","181,964,519",95,95.2,93.9,94.6,0,"1,440"
108/07/24,"2,267,042","213,686,451",95,95,93.8,94.1,-0.5,"1,341"
108/07/25,"5,476,231","522,536,215",94.3,95.9,94.3,95.8,1.7,"3,199"
108/07/26,"6,943,256","666,206,160",96,96.5,95.3,96.4,0.6,"4,009"
108/07/29,"6,536,773","592,545,013",91.5,91.6,89.6,90,0,"4,063"
108/07/30,"5,325,597","468,036,133",89.4,90.4,86.5,87,-3,"3,741"
108/07/31,"25,582,437","2,407,237,405",91,95.7,91,95.7,8.7,"14,266"
108/08/01,"22,533,303","2,178,417,775",96.5,98,95.4,95.9,0.2,"12,688"
108/08/02,"10,163,743","933,955,898",92,92.9,91,91,-4.9,"6,344"
108/08/05,"6,259,393","572,273,621",91,92.7,90.1,90.2,-0.8,"4,508"
108/08/06,"5,821,486","523,955,216",88.1,91.7,87,91,0.8,"4,127"
108/08/07,"8,938,832","829,333,222",93.2,94.1,91.2,91.5,0.5,"5,438"
108/08/08,"4,924,538","455,466,380",91.7,93.2,91.7,92.9,1.4,"2,951"
108/08/12,"7,942,857","751,011,901",93.6,95.2,93.3,94.3,1.4,"4,389"
108/08/13,"3,486,088","325,222,486",93.4,94,92.7,93.5,-0.8,"2,450"
108/08/14,"7,921,452","756,655,491",96,96.6,93.5,93.5,0,"4,917"
108/08/15,"3,575,658","332,821,978",91.7,94.3,91.7,93.5,0,"2,485"
108/08/16,"4,149,156","391,364,681",94.7,95.2,93.2,93.7,0.2,"2,330"
108/08/19,"3,853,608","366,591,572",95,95.9,94.6,94.7,1,"2,686"
108/08/20,"8,052,629","772,532,335",95.9,97.3,94.5,94.5,-0.2,"4,901"
108/08/21,"2,316,648","219,841,880",94.5,95.5,94.5,94.9,0.4,"1,645"
108/08/22,"7,203,265","693,917,251",95.9,97.4,95.2,96,1.1,"4,941"
108/08/23,"7,456,184","722,411,362",96.5,97.7,95.6,97.7,1.7,"4,713"
108/08/26,"7,601,328","717,430,492",94.6,95.7,93.6,94,-3.7,"4,963"
108/08/27,"5,975,233","566,138,036",95.8,96.2,93.5,93.5,-0.5,"3,583"
108/08/28,"3,056,556","285,243,908",93.6,94.3,92.8,92.9,-0.6,"2,232"
108/08/29,"2,277,636","211,523,605",93.5,93.8,92.5,93,0.1,"1,460"
108/08/30,"2,267,506","212,475,647",93.8,94.3,93,93.8,0.8,"1,690"
108/09/02,"2,014,491","189,606,626",93.8,95,93.2,94.8,1,"1,459"
108/09/03,"2,483,142","235,056,860",95,95.5,93.9,94.5,-0.3,"1,678"
108/09/04,"2,258,335","214,015,852",94.5,95.4,94.3,94.3,-0.2,"1,329"
108/09/05,"13,242,724","1,287,759,952",95,98.9,94.8,98.5,4.2,"8,156"
108/09/06,"15,124,142","1,500,278,593",99.8,100.5,97.2,99.4,0.9,"9,841"
108/09/09,"8,479,327","821,031,792",98.9,99,95.5,95.7,-3.7,"5,985"
108/09/10,"11,033,311","1,023,750,736",95.7,96,91.4,93.2,-2.5,"7,325"
108/09/11,"4,330,377","403,570,526",93.9,94.2,92.6,93,-0.2,"3,114"
108/09/12,"4,578,213","432,689,235",94.5,95.2,93.8,95,2,"2,892"
108/09/16,"1,930,813","182,505,289",94.9,95.6,93.9,94.1,-0.9,"1,365"
108/09/17,"8,406,062","812,816,414",94.6,97.5,94.4,97.2,3.1,"5,552"
108/09/18,"5,777,607","560,938,402",97.8,98.2,96.2,96.4,-0.8,"3,890"
108/09/19,"5,504,060","537,162,726",96.6,98.5,96.6,97.3,0.9,"3,672"
108/09/20,"3,306,516","322,362,698",98.3,98.4,96.9,96.9,-0.4,"2,023"
108/09/23,"2,224,176","216,470,572",97.2,97.9,96.5,97,0.1,"1,433"
108/09/24,"9,169,139","899,090,944",98,99.8,95.7,95.7,-1.3,"5,854"
108/09/25,"2,908,348","277,921,060",95.5,96.5,94.7,95.7,0,"1,887"
108/09/26,"1,699,676","163,069,196",96.7,96.8,95.2,96,0.3,"1,136"
108/09/27,"3,019,350","286,111,864",96,96.5,94,94.4,-1.6,"2,045"
108/10/01,"3,693,616","356,900,614",95.7,97.5,95.2,96.5,2.1,"2,391"
108/10/02,"2,407,694","232,061,965",96,97.3,95.6,96.7,0.2,"1,784"
108/10/03,"8,338,929","780,786,855",93.1,95,92.8,95,-1.7,"5,314"
108/10/04,"8,518,013","793,778,296",94,94.5,92.5,92.7,-2.3,"6,160"
108/10/07,"3,387,918","318,441,792",93.2,94.5,93.2,93.7,1,"2,265"
108/10/08,"4,275,620","400,182,660",94.9,95,92.6,92.6,-1.1,"2,862"
108/10/09,"2,846,605","261,847,160",92.1,92.6,91.8,91.8,-0.8,"2,019"
108/10/14,"3,701,006","347,698,845",93.6,94.7,93.3,93.6,1.8,"2,307"
108/10/15,"3,754,589","355,634,092",94.5,95.3,93.8,94.5,0.9,"2,530"
108/10/16,"5,407,533","514,801,762",96,96.4,94.1,94.5,0,"3,915"
108/10/17,"2,276,008","215,416,660",95.4,95.4,94.1,94.8,0.3,"1,742"
108/10/18,"4,405,291","421,486,514",95.3,96.2,94.9,95.6,0.8,"2,182"
108/10/21,"4,353,059","420,092,010",96.2,97.4,95.6,96.9,1.3,"3,124"
108/10/22,"4,390,377","424,852,231",97.7,97.7,95.8,97.3,0.4,"2,947"
108/10/23,"4,593,505","446,936,685",97.5,98,96.8,97,-0.3,"3,119"
108/10/24,"5,490,383","526,455,133",96.5,97,95.1,96.2,-0.8,"3,709"
108/10/25,"2,837,336","272,330,180",96.2,96.8,95.4,95.5,-0.7,"1,800"
108/10/28,"9,601,430","939,279,940",95.9,98.7,95.9,98.2,2.7,"6,412"
108/10/29,"10,606,710","1,043,071,086",99.8,100.5,95.9,96.9,-1.3,"6,234"
108/10/30,"33,317,764","3,411,513,256",97.9,106,97.8,105,8.1,"18,334"
108/10/31,"58,892,388","6,560,360,434",109.5,114,108.5,110,5,"28,115"
108/11/01,"32,464,190","3,663,064,470",113,114.5,111,113.5,3.5,"16,014"
108/11/04,"15,412,351","1,761,624,158",114,115.5,112.5,115,1.5,"9,367"
108/11/05,"8,390,644","961,250,416",115,115.5,113,114.5,-0.5,"5,002"
108/11/06,"9,600,037","1,077,714,644",113.5,114.5,111,112,-2.5,"5,204"
108/11/07,"11,745,593","1,291,953,823",112,113,107.5,111.5,-0.5,"6,305"
108/11/08,"7,478,795","820,363,950",111,112.5,108,109.5,-2,"4,431"
108/11/11,"8,295,518","911,685,944",110.5,111.5,108,108,-1.5,"4,625"
108/11/12,"13,215,753","1,463,700,190",109,113,107.5,110.5,2.5,"7,119"
108/11/13,"8,433,565","935,411,585",109,113.5,108.5,109,-1.5,"4,607"
108/11/14,"5,017,309","548,183,181",110,110.5,108,109.5,0.5,"3,098"
108/11/15,"6,229,704","692,496,778",110.5,112,110,110.5,1,"3,351"
108/11/18,"6,614,394","744,637,317",112,113.5,111,112.5,2,"4,246"
108/11/19,"18,186,606","2,098,353,190",113.5,117.5,113,115.5,3,"10,362"
108/11/20,"12,063,772","1,401,069,508",116,117.5,114,114.5,-1,"6,816"
108/11/21,"10,510,393","1,214,361,874",114.5,117,113.5,115.5,1,"5,695"
108/11/22,"3,313,197","380,615,958",116,116.5,114,114,-1.5,"2,080"
108/11/25,"10,777,089","1,255,010,146",116.5,118.5,114,114,0,"6,089"
108/11/26,"4,707,944","541,276,116",115,115.5,114,115,1,"2,416"
108/11/27,"3,503,121","405,135,349",117,117,114.5,115,0,"2,388"
108/11/28,"8,335,692","963,396,580",116,117.5,113.5,115,0,"4,190"
108/11/29,"4,459,738","499,732,575",116,116,113,113,-2,"2,240"
108/12/02,"9,054,447","992,957,223",113.5,114.5,107.5,109.5,-3.5,"5,176"
108/12/03,"9,076,008","985,766,780",110.5,112,108,108.5,-1,"4,888"
108/12/04,"3,424,420","373,112,700",109,110,108,109.5,1,"2,102"
108/12/05,"7,007,509","769,463,981",110,111.5,108,108.5,-1,"3,460"
108/12/06,"5,672,869","612,324,778",108,109.5,106.5,108.5,0,"3,115"
108/12/09,"5,383,907","591,034,270",107.5,111,107.5,110,1.5,"2,820"
108/12/10,"3,190,759","352,407,249",110,111,109,111,1,"1,739"
108/12/11,"4,031,580","444,801,582",110.5,111.5,109.5,110.5,-0.5,"2,239"
108/12/12,"3,487,320","384,673,855",111,111,109,110.5,0,"1,924"
108/12/13,"4,220,756","460,757,648",111,111.5,108,108,-2.5,"2,317"
108/12/16,"13,369,311","1,508,667,643",111,114.5,110.5,113,5,"7,302"
108/12/17,"7,828,174","897,675,908",114,115.5,114,114.5,1.5,"4,711"
108/12/18,"3,485,304","399,471,298",115.5,115.5,114,114.5,0,"2,445"
108/12/19,"4,230,992","476,145,590",114,114.5,111.5,112.5,-2,"2,900"
108/12/20,"2,062,704","231,290,848",112.5,113.5,111.5,112,-0.5,"1,434"
108/12/23,"1,268,457","141,489,450",111,112,111,111.5,-0.5,881
108/12/24,"2,601,672","291,909,764",112,113.5,111,112,0.5,"1,480"
108/12/25,"2,162,454","242,176,568",111.5,113,111,112.5,0.5,"1,314"
108/12/26,"1,753,597","196,453,060",112.5,113,111.5,111.5,-1,"1,270"
108/12/27,"2,268,722","255,609,218",111.5,113.5,111.5,113,1.5,"1,307"
108/12/30,"4,589,384","508,074,421",113.5,113.5,109.5,110.5,-2.5,"2,899"
108/12/31,"6,357,295","720,315,266",111.5,114.5,111,114.5,4,"3,813"
109/01/02,"28,506,427","3,489,464,948",116.5,125.5,116.5,124,9.5,"16,238"
109/01/03,"22,723,904","2,825,883,192",125,127.5,120.5,123,-1,"13,682"
109/01/06,"6,847,060","826,924,224",122.5,123,119,120.5,-2.5,"4,163"
109/01/07,"14,779,812","1,745,339,504",123,124.5,114.5,116.5,-4,"8,901"
109/01/08,"6,691,300","762,353,543",115,115.5,112,113.5,-3,"4,061"
109/01/09,"5,598,836","643,465,214",115,116,114,114,0.5,"3,284"
109/01/10,"7,381,367","846,523,716",114.5,117.5,114,115.5,1.5,"3,621"
109/01/13,"9,105,759","1,078,824,803",117.5,120.5,116.5,117,1.5,"5,157"
109/01/14,"4,547,422","537,712,796",118,120,116.5,118,1,"3,131"
109/01/15,"4,522,012","526,058,892",117.5,118,115,116,-2,"3,023"
109/01/16,"2,669,074","310,545,113",116.5,118,115,116.5,0.5,"1,803"
109/01/17,"3,440,085","404,828,980",117.5,118.5,117,117.5,1,"2,351"
109/01/20,"9,520,076","1,142,705,044",118.5,122,118,118.5,1,"5,408"
109/01/30,"11,463,804","1,261,182,832",113,113,107,108,-10.5,"5,835"
109/01/31,"8,386,374","903,015,018",109.5,111.5,104.5,106,-2,"4,862"
109/02/03,"8,659,348","890,561,484",99.5,107.5,97.9,107.5,1.5,"4,900"
109/02/04,"7,194,412","786,337,908",108,111.5,107,109,1.5,"4,339"
109/02/05,"4,665,880","508,434,093",109.5,110.5,107,107.5,-1.5,"3,007"
109/02/06,"2,697,325","293,741,080",109.5,110,108,109.5,2,"1,869"
109/02/07,"3,157,289","342,587,712",109.5,110,107.5,108,-1.5,"1,994"
109/02/10,"5,045,790","529,589,530",104.5,108,102.5,107,-1,"3,378"
109/02/11,"6,128,429","674,922,119",108.5,112,108,111.5,4.5,"3,737"
109/02/12,"28,223,668","3,444,460,800",122.5,122.5,120,122.5,11,"11,255"
109/02/13,"30,753,401","3,823,696,422",126,126.5,122,122,-0.5,"14,414"
109/02/14,"12,918,932","1,598,752,587",123.5,125,122,123.5,1.5,"6,517"
109/02/17,"7,717,442","944,962,510",122,124.5,120.5,124.5,1,"4,817"
109/02/18,"12,634,101","1,522,717,120",124.5,124.5,118,118.5,-6,"7,223"
109/02/19,"11,891,637","1,415,811,471",120,121.5,118,119,0.5,"5,376"
109/02/20,"6,635,092","800,964,663",120.5,122,119,121.5,2.5,"3,824"
109/02/21,"3,529,752","425,591,240",121.5,122,119.5,120,-1.5,"2,117"
109/02/24,"4,159,978","483,104,284",118,119,117,118,-2,"2,124"
109/02/25,"4,679,917","550,473,145",116,119,115.5,119,1,"2,417"
109/02/26,"3,940,584","463,151,828",117.5,119,116.5,116.5,-2.5,"2,156"
109/02/27,"5,981,588","681,806,316",117,117.5,112,113.5,-3,"3,653"
109/03/02,"5,311,681","597,011,134",108.5,115,108.5,114,0.5,"3,060"
109/03/03,"6,833,514","809,493,877",117.5,120,117,117.5,3.5,"4,203"
109/03/04,"4,289,301","496,773,357",117.5,117.5,114.5,116,-1.5,"2,832"
109/03/05,"4,912,864","582,420,316",118,119.5,117,119.5,3.5,"3,139"
109/03/06,"3,463,548","407,535,712",119,119,117,117,-2.5,"2,066"
109/03/09,"5,866,115","662,123,495",115.5,115.5,111,111.5,-5.5,"3,632"
109/03/10,"6,726,338","749,681,694",108,114.5,107.5,113.5,2,"3,358"
109/03/11,"5,782,845","664,557,985",115,116.5,113,113,-0.5,"3,402"
109/03/12,"11,017,163","1,161,875,952",111,111,102,103.5,-9.5,"6,823"
109/03/13,"12,599,571","1,192,016,158",94,99.5,93.2,97.8,-5.7,"7,288"
109/03/16,"6,594,977","638,322,624",96.8,99.6,94,94,-3.8,"4,174"
109/03/17,"9,481,557","864,131,031",90,94,89.7,89.8,-4.2,"5,825"
109/03/18,"6,239,041","562,066,939",91.8,91.9,87,87,-2.8,"3,775"
109/03/19,"10,050,924","823,565,224",85.1,86.2,78.8,79.5,-7.5,"6,228"
109/03/20,"6,441,778","559,890,878",86.8,87.4,85.3,87.2,7.7,"4,045"
109/03/23,"4,623,534","386,951,539",82.5,85.4,81.9,83.7,-3.5,"2,308"
109/03/24,"5,508,541","497,670,372",89.6,91.7,88.7,91,7.3,"3,861"
109/03/25,"6,946,244","664,834,348",94.8,97.3,93.7,94.3,3.3,"4,697"
109/03/26,"4,879,467","464,090,958",94.3,96.8,92.4,96.5,2.2,"3,364"
109/03/27,"5,779,509","566,024,750",99,99.7,95.5,95.5,-1,"3,772"
109/03/30,"3,192,309","305,159,674",93,96.7,92.9,96.2,0.7,"2,159"
109/03/31,"6,655,172","635,413,641",97.2,97.5,94,95.4,-0.8,"4,398"
109/04/01,"7,435,734","688,595,427",93,93.8,91.5,93,-2.4,"5,400"
109/04/06,"5,978,671","544,470,018",92.6,93.6,90,91.1,-1.9,"4,177"
109/04/07,"9,557,756","897,879,064",92.6,95.6,92.1,95.6,4.5,"5,504"
109/04/08,"13,042,236","1,293,861,200",96.7,104,96,100,4.4,"8,664"
109/04/09,"6,677,696","662,348,078",101,102.5,97.7,98,-2,"4,612"
109/04/10,"4,778,474","465,840,387",98.3,98.8,96,98.2,0.2,"3,374"
109/04/13,"2,764,606","272,183,901",97.7,99.7,96.5,97.8,-0.4,"1,797"
109/04/14,"5,386,068","541,691,286",99,102,98.3,101.5,3.7,"3,659"
109/04/15,"4,647,424","476,263,451",103,103.5,101,102.5,1,"3,133"
109/04/16,"3,917,281","401,858,443",100.5,103.5,100.5,103,0.5,"2,379"
109/04/17,"5,513,913","575,265,039",105,106,102,103,0,"3,385"
109/04/20,"1,992,250","205,689,850",103.5,104,102,103.5,0.5,"1,430"
109/04/21,"4,785,237","488,860,437",103.5,104.5,100.5,101,-2.5,"2,697"
109/04/22,"2,877,581","289,054,366",100,102,98.5,101,0,"1,769"
109/04/23,"6,622,911","690,238,566",102,106,102,106,5,"3,934"
109/04/24,"4,022,483","421,175,953",105,106,103,105.5,-0.5,"2,673"
109/04/27,"10,423,358","1,136,440,380",108,111,107,110.5,5,"5,684"
109/04/28,"9,512,739","1,044,936,393",109.5,112,107,112,1.5,"5,070"
109/04/29,"19,931,648","2,151,507,452",108,109.5,105.5,108.5,-3.5,"12,154"
109/04/30,"10,324,509","1,119,802,219",109,110,107,108.5,0,"5,843"
109/05/04,"6,617,030","701,401,657",105,108.5,104,105.5,-3,"4,398"
109/05/05,"8,223,462","875,397,736",106.5,108.5,105,105.5,0,"4,377"
109/05/06,"5,165,026","547,657,764",106.5,107,105,106.5,1,"3,456"
109/05/07,"8,059,267","876,986,603",106.5,110,106.5,109,2.5,"4,678"
109/05/08,"7,256,302","792,739,418",110.5,111,108,108,-1,"4,963"
109/05/11,"8,026,392","884,043,620",109.5,111.5,108.5,110,2,"5,293"
109/05/12,"5,392,016","593,111,760",110.5,111.5,108,109,-1,"3,505"
109/05/13,"6,050,074","649,620,992",108,109,106.5,107,-2,"4,101"
109/05/14,"4,768,266","505,974,282",106.5,108.5,104.5,104.5,-2.5,"3,523"
109/05/15,"6,667,354","690,793,133",106,107,101.5,103.5,-1,"4,002"
109/05/18,"5,609,383","569,440,683",103,104,100.5,100.5,-3,"3,077"
109/05/19,"3,664,363","373,801,702",103,103.5,101,101.5,1,"1,919"
109/05/20,"3,422,910","349,474,320",102.5,103.5,101.5,101.5,0,"1,992"
109/05/21,"5,275,994","551,489,864",102.5,106,102.5,105.5,4,"2,782"
109/05/22,"5,591,573","587,215,375",105.5,106.5,103.5,103.5,-2,"2,930"
109/05/25,"2,975,187","312,101,909",104.5,106,102.5,106,2.5,"1,743"
109/05/26,"6,395,423","688,991,684",106.5,109,106,108,2,"3,857"
109/05/27,"4,286,369","463,456,852",108,109,107,107.5,-0.5,"2,565"
109/05/28,"3,200,682","344,335,974",108,108.5,106.5,106.5,-1,"1,936"
109/05/29,"3,287,202","354,421,316",106.5,108.5,106.5,108.5,2,"2,106"
109/06/01,"8,627,761","957,758,339",110,112.5,109,111.5,3,"5,311"
109/06/02,"7,968,156","900,876,543",113.5,114,111.5,113,1.5,"4,769"
109/06/03,"11,611,048","1,336,065,520",115.5,116.5,113,115.5,2.5,"7,583"
109/06/04,"13,027,902","1,539,150,971",116.5,120,116,118,2.5,"7,190"
109/06/05,"9,355,550","1,112,289,617",118.5,121,117,118,0,"5,078"
109/06/08,"4,770,960","567,774,740",119,120,117.5,120,2,"2,976"
109/06/09,"8,184,617","977,740,189",122,123,117,117,-3,"5,171"
109/06/10,"5,605,044","656,439,692",117,118.5,115.5,118,1,"3,649"
109/06/11,"4,999,148","578,062,372",116,117.5,114,114,-4,"2,928"
109/06/12,"4,811,408","540,887,713",110,114.5,109.5,114.5,0.5,"2,730"
109/06/15,"2,649,060","301,526,720",114,114.5,113,113,-1.5,"1,650"
109/06/16,"3,445,297","399,165,452",117,117,115,116,3,"2,153"
109/06/17,"4,433,640","506,676,271",116,116,113.5,114.5,-1.5,"3,020"
109/06/18,"5,577,242","652,134,056",115,118.5,114,118,3.5,"3,151"
109/06/19,"7,197,835","856,880,777",119.5,120,116.5,120,2,"3,959"
109/06/22,"3,705,225","441,480,156",120.5,121,118,119,-1,"2,363"
109/06/23,"3,064,315","361,592,170",119,119.5,116.5,118,-1,"1,633"
109/06/24,"5,043,076","604,682,120",118.5,121,118.5,120.5,2.5,"2,721"
109/06/29,"4,044,912","479,650,616",119,120,117.5,118.5,-2,"2,005"
109/06/30,"4,599,174","556,072,625",121,122,119,121.5,3,"2,674"
109/07/01,"17,325,546","2,208,636,994",123,132,122.5,126,4.5,"9,943"
109/07/02,"10,077,108","1,292,866,456",126.5,130,125,129.5,3.5,"5,702"
109/07/03,"19,143,473","2,578,218,328",133,138.5,131,136,6.5,"10,885"
109/07/06,"12,709,709","1,781,943,085",138,143,137,141.5,5.5,"7,360"
109/07/07,"11,618,830","1,595,990,380",140,141.5,135,136,-5.5,"7,026"
109/07/08,"8,519,362","1,178,587,956",136,140.5,136,139,3,"4,967"
109/07/09,"15,635,613","2,245,544,006",139.5,147,139,143.5,4.5,"8,465"
109/07/10,"6,878,116","964,842,609",143.5,145,137.5,139.5,-4,"4,576"
109/07/13,"4,415,267","618,290,880",141.5,143,139,140,0.5,"3,222"
109/07/14,"8,764,152","1,218,685,744",140,144.5,138,140,0,"4,912"
109/07/15,"8,438,872","1,213,092,824",143,146.5,141,142.5,2.5,"5,618"
109/07/16,"7,393,921","1,043,158,286",143,145,139.5,141.5,-1,"4,401"
109/07/17,"4,412,026","621,573,164",142.5,143.5,139.5,141.5,0,"2,582"
109/07/20,"3,974,392","566,995,556",144,144,140,143.5,2,"2,716"
109/07/21,"9,241,409","1,352,172,805",145,149,144,145.5,2,"6,034"
109/07/22,"3,044,273","441,492,585",144.5,146,143.5,146,0.5,"1,957"
109/07/23,"9,514,465","1,419,909,285",146,151.5,145,149.5,3.5,"6,589"
109/07/24,"6,983,987","1,025,544,106",148.5,150.5,143.5,144.5,-5,"4,729"
109/07/27,"5,718,036","843,046,820",146,150,144,148.5,4,"3,634"
109/07/28,"7,513,352","1,117,308,596",150.5,151,146,149,0.5,"4,463"
109/07/29,"8,607,260","1,294,341,000",151.5,153,148.5,150,1,"5,531"
109/07/30,"20,150,003","2,763,575,399",133,143,131,137,0,"11,921"
109/07/31,"9,579,680","1,348,746,060",137,142.5,137,141.5,4.5,"6,510"
109/08/03,"6,540,087","901,999,419",141.5,142.5,136,136,-5.5,"4,654"
109/08/04,"5,840,411","796,712,629",138,139,134,138.5,2.5,"4,367"
109/08/05,"3,492,083","484,216,537",138.5,140,137.5,138.5,0,"2,510"
109/08/06,"5,883,847","804,410,039",139.5,140,135,136,-2.5,"3,550"
109/08/07,"6,633,896","915,854,044",137,139.5,136.5,138.5,2.5,"4,282"
109/08/10,"5,175,238","698,023,130",138,138,133,133.5,-5,"3,385"
109/08/11,"6,368,894","867,364,478",133.5,137.5,133,137.5,4,"3,698"
109/08/12,"3,212,687","441,349,140",136,139,135,138.5,1,"2,274"
109/08/13,"3,764,111","511,317,207",139,139.5,134,135.5,-3,"2,449"
109/08/14,"1,681,846","229,323,816",135.5,138,134,137.5,2,"1,104"
109/08/17,"1,854,683","252,999,388",138,138.5,135,135.5,-2,"1,335"
109/08/18,"3,354,890","448,796,807",136.5,137,132,133,-2.5,"2,299"
109/08/19,"4,105,571","541,657,546",133.5,134,131,131,-2,"2,487"
109/08/20,"9,359,223","1,152,479,807",131,131,119.5,121.5,-9.5,"6,004"
109/08/21,"5,392,494","680,421,744",125,129.5,124.5,126,4.5,"3,678"
109/08/24,"3,623,782","464,468,476",128.5,130.5,126.5,128.5,2.5,"2,166"
109/08/25,"3,068,109","397,812,561",130,131.5,128.5,129.5,1,"1,586"
109/08/26,"2,127,858","275,395,607",129.5,130,128.5,129.5,0,825
109/08/27,"1,863,870","237,648,990",129.5,130,126.5,126.5,-3,"1,390"
109/08/28,"1,026,679","130,159,233",126,128,125,127,0.5,830
109/08/31,"2,283,388","290,652,776",128,130,125.5,126,-1,"1,364"
109/09/01,"4,042,629","494,683,409",126.5,128.5,123.5,128,2,"2,088"
109/09/02,"3,944,843","503,021,162",129,129,126,127.5,-0.5,"2,245"
109/09/03,"3,522,492","448,798,476",129,129.5,126,127.5,0,"2,260"
